,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low
555,China,East Asia,86,5.246,,0.989,1.142,0.799,0.597,0.103,0.029,1.587,2018,,,,
556,Azerbaijan,Commonwealth of Independent States,87,5.201,,1.024,1.161,0.603,0.43,0.176,0.031,1.776,2018,,,,
557,Tajikistan,Commonwealth of Independent States,88,5.199,,0.474,1.166,0.598,0.292,0.034,0.187,2.448,2018,,,,
558,Macedonia,Western Europe,89,5.185,,0.959,1.239,0.691,0.394,0.052,0.173,1.677,2018,,,,
559,Jordan,Middle East and North Africa,90,5.161,,0.822,1.265,0.645,0.468,0.134,0.13,1.697,2018,,,,
560,Nigeria,Sub-Saharan Africa,91,5.155,,0.689,1.172,0.048,0.462,0.032,0.201,2.551,2018,,,,
561,Kyrgyzstan,Commonwealth of Independent States,92,5.131,,0.53,1.416,0.594,0.54,0.035,0.281,1.735,2018,,,,
562,Bosnia and Herzegovina,Central and Eastern Europe,93,5.129,,0.915,1.078,0.758,0.28,0.0,0.216,1.882,2018,,,,
563,Mongolia,East Asia,94,5.125,,0.914,1.517,0.575,0.395,0.032,0.253,1.439,2018,,,,
564,Vietnam,Southeast Asia,95,5.103,,0.715,1.365,0.702,0.618,0.079,0.177,1.447,2018,,,,
565,Indonesia,Southeast Asia,96,5.093,,0.899,1.215,0.522,0.538,0.018,0.484,1.417,2018,,,,
566,Bhutan,Sub-Saharan Africa,97,5.082,,0.796,1.335,0.527,0.541,0.171,0.364,1.348,2018,,,,
567,Somalia,Central and Eastern Europe,98,4.982,,0.0,0.712,0.115,0.674,0.282,0.238,2.961,2018,,,,
568,Cameroon,Sub-Saharan Africa,99,4.975,,0.535,0.891,0.182,0.454,0.043,0.183,2.687,2018,,,,
569,Bulgaria,Central and Eastern Europe,100,4.933,,1.054,1.515,0.712,0.359,0.009,0.064,1.22,2018,,,,
570,Nepal,South Asia,101,4.88,,0.425,1.228,0.539,0.526,0.078,0.302,1.782,2018,,,,
571,Venezuela,Latin America and Caribbean,102,4.806,,0.996,1.469,0.657,0.133,0.052,0.056,1.443,2018,,,,
572,Gabon,Sub-Saharan Africa,103,4.758,,1.036,1.164,0.404,0.356,0.052,0.032,1.714,2018,,,,
573,Palestinian Territories,Middle East and North Africa,104,4.743,,0.642,1.217,0.602,0.266,0.076,0.086,1.854,2018,,,,
574,South Africa,Sub-Saharan Africa,105,4.724,,0.94,1.41,0.33,0.516,0.056,0.103,1.369,2018,,,,
575,Iran,Middle East and North Africa,106,4.707,,1.059,0.771,0.691,0.459,0.129,0.282,1.316,2018,,,,
576,Ivory Coast,Sub-Saharan Africa,107,4.671,,0.541,0.872,0.08,0.467,0.103,0.146,2.462,2018,,,,
577,Ghana,Sub-Saharan Africa,108,4.657,,0.592,0.896,0.337,0.499,0.029,0.212,2.092,2018,,,,
578,Senegal,Sub-Saharan Africa,109,4.631,,0.429,1.117,0.433,0.406,0.082,0.138,2.026,2018,,,,
579,Laos,Southeast Asia,110,4.623,,0.72,1.034,0.441,0.626,0.174,0.23,1.398,2018,,,,
580,Tunisia,Middle East and North Africa,111,4.592,,0.9,0.906,0.69,0.271,0.063,0.04,1.722,2018,,,,
581,Albania,Central and Eastern Europe,112,4.586,,0.916,0.817,0.79,0.419,0.032,0.149,1.463,2018,,,,
582,Sierra Leone,Sub-Saharan Africa,113,4.571,,0.256,0.813,0.0,0.355,0.053,0.238,2.856,2018,,,,
583,Congo (Brazzaville),Sub-Saharan Africa,114,4.559,,0.682,0.811,0.343,0.514,0.077,0.091,2.041,2018,,,,
584,Bangladesh,South Asia,115,4.5,,0.532,0.85,0.579,0.58,0.144,0.153,1.662,2018,,,,
585,Sri Lanka,South Asia,116,4.471,,0.918,1.314,0.672,0.585,0.05,0.307,0.625,2018,,,,
586,Iraq,Middle East and North Africa,117,4.456,,1.01,0.971,0.536,0.304,0.095,0.148,1.392,2018,,,,
587,Mali,Sub-Saharan Africa,118,4.447,,0.37,1.233,0.152,0.367,0.056,0.139,2.13,2018,,,,
588,Namibia,Sub-Saharan Africa,119,4.441,,0.874,1.281,0.365,0.519,0.064,0.051,1.287,2018,,,,
589,Cambodia,Southeast Asia,120,4.433,,0.549,1.088,0.457,0.696,0.065,0.256,1.322,2018,,,,
590,Burkina Faso,Sub-Saharan Africa,121,4.424,,0.314,1.097,0.254,0.312,0.128,0.175,2.144,2018,,,,
591,Egypt,Middle East and North Africa,122,4.419,,0.885,1.025,0.553,0.312,0.107,0.092,1.445,2018,,,,
592,Mozambique,Sub-Saharan Africa,123,4.417,,0.198,0.902,0.173,0.531,0.158,0.206,2.249,2018,,,,
593,Kenya,Sub-Saharan Africa,124,4.41,,0.493,1.048,0.454,0.504,0.055,0.352,1.504,2018,,,,
594,Zambia,Sub-Saharan Africa,125,4.377,,0.562,1.047,0.295,0.503,0.082,0.221,1.667,2018,,,,
595,Mauritania,Sub-Saharan Africa,126,4.356,,0.557,1.245,0.292,0.129,0.093,0.134,1.906,2018,,,,
596,Ethiopia,Sub-Saharan Africa,127,4.35,,0.308,0.95,0.391,0.452,0.146,0.22,1.883,2018,,,,
597,Georgia,Commonwealth of Independent States,128,4.34,,0.853,0.592,0.643,0.375,0.215,0.038,1.624,2018,,,,
598,Armenia,Commonwealth of Independent States,129,4.321,,0.816,0.99,0.666,0.26,0.028,0.077,1.484,2018,,,,
599,Myanmar,Southeast Asia,130,4.308,,0.682,1.174,0.429,0.58,0.178,0.598,0.667,2018,,,,
600,Chad,Sub-Saharan Africa,131,4.301,,0.358,0.907,0.053,0.189,0.06,0.181,2.553,2018,,,,
601,Congo (Kinshasa),Sub-Saharan Africa,132,4.245,,0.069,1.136,0.204,0.312,0.052,0.197,2.275,2018,,,,
602,India,South Asia,133,4.19,,0.721,0.747,0.485,0.539,0.093,0.172,1.433,2018,,,,
603,Niger,Sub-Saharan Africa,134,4.166,,0.131,0.867,0.221,0.39,0.099,0.175,2.283,2018,,,,
604,Uganda,Sub-Saharan Africa,135,4.161,,0.322,1.09,0.237,0.45,0.061,0.259,1.742,2018,,,,
605,Benin,Sub-Saharan Africa,136,4.141,,0.378,0.372,0.24,0.44,0.067,0.163,2.481,2018,,,,
606,Sudan,South Asia,137,4.139,,0.605,1.24,0.312,0.016,0.082,0.134,1.75,2018,,,,
607,Ukraine,Commonwealth of Independent States,138,4.103,,0.793,1.413,0.609,0.163,0.011,0.187,0.927,2018,,,,
608,Togo,Sub-Saharan Africa,139,3.999,,0.259,0.474,0.253,0.434,0.101,0.158,2.32,2018,,,,
609,Guinea,Sub-Saharan Africa,140,3.964,,0.344,0.792,0.211,0.394,0.094,0.185,1.944,2018,,,,
610,Lesotho,Sub-Saharan Africa,141,3.808,,0.472,1.215,0.079,0.423,0.112,0.116,1.391,2018,,,,
611,Angola,Middle East and North Africa,142,3.795,,0.73,1.125,0.269,0.0,0.061,0.079,1.531,2018,,,,
612,Madagascar,Sub-Saharan Africa,143,3.774,,0.262,0.908,0.402,0.221,0.049,0.155,1.777,2018,,,,
613,Zimbabwe,Sub-Saharan Africa,144,3.692,,0.357,1.094,0.248,0.406,0.099,0.132,1.356,2018,,,,
614,Afghanistan,South Asia,145,3.632,,0.332,0.537,0.255,0.085,0.036,0.191,2.196,2018,,,,
615,Botswana,Sub-Saharan Africa,146,3.59,,1.017,1.174,0.417,0.557,0.092,0.042,0.291,2018,,,,
616,Malawi,Sub-Saharan Africa,147,3.587,,0.186,0.541,0.306,0.531,0.08,0.21,1.733,2018,,,,
617,Haiti,Latin America and Caribbean,148,3.582,,0.315,0.714,0.289,0.025,0.104,0.392,1.743,2018,,,,
618,Liberia,Sub-Saharan Africa,149,3.495,,0.076,0.858,0.267,0.419,0.03,0.206,1.639,2018,,,,
619,Syria,Western Europe,150,3.462,,0.689,0.382,0.539,0.088,0.144,0.376,1.244,2018,,,,
620,Rwanda,Sub-Saharan Africa,151,3.408,,0.332,0.896,0.4,0.636,0.444,0.2,0.5,2018,,,,
621,Yemen,Middle East and North Africa,152,3.355,,0.442,1.073,0.343,0.244,0.064,0.083,1.106,2018,,,,
622,Tanzania,Sub-Saharan Africa,153,3.303,,0.455,0.991,0.381,0.481,0.097,0.27,0.628,2018,,,,
623,South Sudan,East Asia,154,3.254,,0.337,0.608,0.177,0.112,0.106,0.224,1.69,2018,,,,
624,Central African Republic,North America and ANZ,155,3.083,,0.024,0.0,0.01,0.305,0.038,0.218,2.488,2018,,,,
625,Burundi,Sub-Saharan Africa,156,2.905,,0.091,0.627,0.145,0.065,0.076,0.149,1.752,2018,,,,
626,Finland,Western Europe,1,7.769,,1.34,1.587,0.986,0.596,0.393,0.153,2.714,2019,,,,
627,Denmark,Western Europe,2,7.6,,1.383,1.573,0.996,0.592,0.41,0.252,2.394,2019,,,,
628,Norway,Western Europe,3,7.554,,1.488,1.582,1.028,0.603,0.341,0.271,2.241,2019,,,,
629,Iceland,Western Europe,4,7.494,,1.38,1.624,1.026,0.591,0.118,0.354,2.401,2019,,,,
630,Netherlands,Western Europe,5,7.488,,1.396,1.522,0.999,0.557,0.298,0.322,2.394,2019,,,,
631,Switzerland,Western Europe,6,7.48,,1.452,1.526,1.052,0.572,0.343,0.263,2.272,2019,,,,
632,Sweden,Western Europe,7,7.343,,1.387,1.487,1.009,0.574,0.373,0.267,2.246,2019,,,,
633,New Zealand,North America and ANZ,8,7.307,,1.303,1.557,1.026,0.585,0.38,0.33,2.126,2019,,,,
634,Canada,North America and ANZ,9,7.278,,1.365,1.505,1.039,0.584,0.308,0.285,2.192,2019,,,,
635,Austria,Western Europe,10,7.246,,1.376,1.475,1.016,0.532,0.226,0.244,2.377,2019,,,,
636,Australia,North America and ANZ,11,7.228,,1.372,1.548,1.036,0.557,0.29,0.332,2.093,2019,,,,
637,Costa Rica,Latin America and Caribbean,12,7.167,,1.034,1.441,0.963,0.558,0.093,0.144,2.934,2019,,,,
638,Israel,Middle East and North Africa,13,7.139,,1.276,1.455,1.029,0.371,0.082,0.261,2.665,2019,,,,
639,Luxembourg,Western Europe,14,7.09,,1.609,1.479,1.012,0.526,0.316,0.194,1.954,2019,,,,
640,United Kingdom,Western Europe,15,7.054,,1.333,1.538,0.996,0.45,0.278,0.348,2.111,2019,,,,
641,Ireland,Western Europe,16,7.021,,1.499,1.553,0.999,0.516,0.31,0.298,1.846,2019,,,,
642,Germany,Western Europe,17,6.985,,1.373,1.454,0.987,0.495,0.265,0.261,2.15,2019,,,,
643,Belgium,Western Europe,18,6.923,,1.356,1.504,0.986,0.473,0.21,0.16,2.234,2019,,,,
644,United States,North America and ANZ,19,6.892,,1.433,1.457,0.874,0.454,0.128,0.28,2.266,2019,,,,
645,Czech Republic,Central and Eastern Europe,20,6.852,,1.269,1.487,0.92,0.457,0.036,0.046,2.637,2019,,,,
646,United Arab Emirates,Middle East and North Africa,21,6.825,,1.503,1.31,0.825,0.598,0.182,0.262,2.145,2019,,,,
647,Malta,Western Europe,22,6.726,,1.3,1.52,0.999,0.564,0.151,0.375,1.817,2019,,,,
648,Mexico,Latin America and Caribbean,23,6.595,,1.07,1.323,0.861,0.433,0.073,0.074,2.761,2019,,,,
649,France,Western Europe,24,6.592,,1.324,1.472,1.045,0.436,0.183,0.111,2.021,2019,,,,
650,Taiwan Province of China,East Asia,25,6.446,,1.368,1.43,0.914,0.351,0.097,0.242,2.044,2019,,,,
651,Chile,Latin America and Caribbean,26,6.444,,1.159,1.369,0.92,0.357,0.056,0.187,2.396,2019,,,,
652,Guatemala,Latin America and Caribbean,27,6.436,,0.8,1.269,0.746,0.535,0.078,0.175,2.833,2019,,,,
653,Saudi Arabia,Middle East and North Africa,28,6.375,,1.403,1.357,0.795,0.439,0.132,0.08,2.169,2019,,,,
654,Qatar,Middle East and North Africa,29,6.374,,1.684,1.313,0.871,0.555,0.167,0.22,1.564,2019,,,,
655,Spain,Western Europe,30,6.354,,1.286,1.484,1.062,0.362,0.079,0.153,1.928,2019,,,,
656,Panama,Latin America and Caribbean,31,6.321,,1.149,1.442,0.91,0.516,0.054,0.109,2.141,2019,,,,
657,Brazil,Latin America and Caribbean,32,6.3,,1.004,1.439,0.802,0.39,0.086,0.099,2.48,2019,,,,
658,Uruguay,Latin America and Caribbean,33,6.293,,1.124,1.465,0.891,0.523,0.15,0.127,2.013,2019,,,,
659,Singapore,Southeast Asia,34,6.262,,1.572,1.463,1.141,0.556,0.453,0.271,0.806,2019,,,,
660,El Salvador,Latin America and Caribbean,35,6.253,,0.794,1.242,0.789,0.43,0.074,0.093,2.831,2019,,,,
661,Italy,Western Europe,36,6.223,,1.294,1.488,1.039,0.231,0.03,0.158,1.983,2019,,,,
662,Bahrain,Middle East and North Africa,37,6.199,,1.362,1.368,0.871,0.536,0.11,0.255,1.697,2019,,,,
663,Slovakia,Central and Eastern Europe,38,6.198,,1.246,1.504,0.881,0.334,0.014,0.121,2.098,2019,,,,
664,Trinidad & Tobago,Latin America and Caribbean,39,6.192,,1.231,1.477,0.713,0.489,0.016,0.185,2.081,2019,,,,
665,Poland,Central and Eastern Europe,40,6.182,,1.206,1.438,0.884,0.483,0.05,0.117,2.004,2019,,,,
666,Uzbekistan,Commonwealth of Independent States,41,6.174,,0.745,1.529,0.756,0.631,0.24,0.322,1.951,2019,,,,
667,Lithuania,Central and Eastern Europe,42,6.149,,1.238,1.515,0.818,0.291,0.042,0.043,2.202,2019,,,,
668,Colombia,Latin America and Caribbean,43,6.125,,0.985,1.41,0.841,0.47,0.034,0.099,2.286,2019,,,,
669,Slovenia,Central and Eastern Europe,44,6.118,,1.258,1.523,0.953,0.564,0.057,0.144,1.619,2019,,,,
670,Nicaragua,Latin America and Caribbean,45,6.105,,0.694,1.325,0.835,0.435,0.127,0.2,2.489,2019,,,,
671,Kosovo,Central and Eastern Europe,46,6.1,,0.882,1.232,0.758,0.489,0.006,0.262,2.471,2019,,,,
672,Argentina,Latin America and Caribbean,47,6.086,,1.092,1.432,0.881,0.471,0.05,0.066,2.094,2019,,,,
673,Romania,Central and Eastern Europe,48,6.07,,1.162,1.232,0.825,0.462,0.005,0.083,2.301,2019,,,,
674,Cyprus,Western Europe,49,6.046,,1.263,1.223,1.042,0.406,0.041,0.19,1.881,2019,,,,
675,Ecuador,Latin America and Caribbean,50,6.028,,0.912,1.312,0.868,0.498,0.087,0.126,2.225,2019,,,,
676,Kuwait,Middle East and North Africa,51,6.021,,1.5,1.319,0.808,0.493,0.097,0.142,1.662,2019,,,,
677,Thailand,Southeast Asia,52,6.008,,1.05,1.409,0.828,0.557,0.028,0.359,1.777,2019,,,,
678,Latvia,Central and Eastern Europe,53,5.94,,1.187,1.465,0.812,0.264,0.064,0.075,2.073,2019,,,,
679,South Korea,East Asia,54,5.895,,1.301,1.219,1.036,0.159,0.056,0.175,1.949,2019,,,,
680,Estonia,Central and Eastern Europe,55,5.893,,1.237,1.528,0.874,0.495,0.161,0.103,1.495,2019,,,,
681,Jamaica,Latin America and Caribbean,56,5.89,,0.831,1.478,0.831,0.49,0.028,0.107,2.125,2019,,,,
682,Mauritius,Sub-Saharan Africa,57,5.888,,1.12,1.402,0.798,0.498,0.06,0.215,1.795,2019,,,,
683,Japan,East Asia,58,5.886,,1.327,1.419,1.088,0.445,0.14,0.069,1.398,2019,,,,
684,Honduras,Latin America and Caribbean,59,5.86,,0.642,1.236,0.828,0.507,0.078,0.246,2.323,2019,,,,
685,Kazakhstan,Commonwealth of Independent States,60,5.809,,1.173,1.508,0.729,0.41,0.096,0.146,1.747,2019,,,,
686,Bolivia,Latin America and Caribbean,61,5.779,,0.776,1.209,0.706,0.511,0.064,0.137,2.376,2019,,,,
687,Hungary,Central and Eastern Europe,62,5.758,,1.201,1.41,0.828,0.199,0.02,0.081,2.019,2019,,,,
688,Paraguay,Latin America and Caribbean,63,5.743,,0.855,1.475,0.777,0.514,0.08,0.184,1.858,2019,,,,
689,Northern Cyprus,Middle East and North Africa,64,5.718,,1.263,1.252,1.042,0.417,0.162,0.191,1.391,2019,,,,
690,Peru,Latin America and Caribbean,65,5.697,,0.96,1.274,0.854,0.455,0.027,0.083,2.044,2019,,,,
691,Portugal,Western Europe,66,5.693,,1.221,1.431,0.999,0.508,0.025,0.047,1.462,2019,,,,
692,Pakistan,South Asia,67,5.653,,0.677,0.886,0.535,0.313,0.098,0.22,2.924,2019,,,,
693,Russia,Commonwealth of Independent States,68,5.648,,1.183,1.452,0.726,0.334,0.031,0.082,1.84,2019,,,,
694,Philippines,Southeast Asia,69,5.631,,0.807,1.293,0.657,0.558,0.107,0.117,2.092,2019,,,,
695,Serbia,Central and Eastern Europe,70,5.603,,1.004,1.383,0.854,0.282,0.039,0.137,1.904,2019,,,,
696,Moldova,Commonwealth of Independent States,71,5.529,,0.685,1.328,0.739,0.245,0.0,0.181,2.351,2019,,,,
697,Libya,Middle East and North Africa,72,5.525,,1.044,1.303,0.673,0.416,0.152,0.133,1.804,2019,,,,
698,Montenegro,Central and Eastern Europe,73,5.523,,1.051,1.361,0.871,0.197,0.08,0.142,1.821,2019,,,,
699,Tajikistan,Commonwealth of Independent States,74,5.467,,0.493,1.098,0.718,0.389,0.144,0.23,2.395,2019,,,,
700,Croatia,Central and Eastern Europe,75,5.432,,1.155,1.266,0.914,0.296,0.022,0.119,1.66,2019,,,,
701,Hong Kong S.A.R. of China,East Asia,76,5.43,,1.438,1.277,1.122,0.44,0.287,0.258,0.608,2019,,,,
702,Dominican Republic,Latin America and Caribbean,77,5.425,,1.015,1.401,0.779,0.497,0.101,0.113,1.519,2019,,,,
703,Bosnia and Herzegovina,Central and Eastern Europe,78,5.386,,0.945,1.212,0.845,0.212,0.006,0.263,1.903,2019,,,,
704,Turkey,Middle East and North Africa,79,5.373,,1.183,1.36,0.808,0.195,0.106,0.083,1.638,2019,,,,
705,Malaysia,Southeast Asia,80,5.339,,1.221,1.171,0.828,0.508,0.024,0.26,1.327,2019,,,,
706,Belarus,Commonwealth of Independent States,81,5.323,,1.067,1.465,0.789,0.235,0.142,0.094,1.531,2019,,,,
707,Greece,Western Europe,82,5.287,,1.181,1.156,0.999,0.067,0.034,0.0,1.85,2019,,,,
708,Mongolia,East Asia,83,5.285,,0.948,1.531,0.667,0.317,0.038,0.235,1.549,2019,,,,
709,North Macedonia,Central and Eastern Europe,84,5.274,,0.983,1.294,0.838,0.345,0.034,0.185,1.595,2019,,,,
710,Nigeria,Sub-Saharan Africa,85,5.265,,0.696,1.111,0.245,0.426,0.041,0.215,2.531,2019,,,,
711,Kyrgyzstan,Commonwealth of Independent States,86,5.261,,0.551,1.438,0.723,0.508,0.023,0.3,1.718,2019,,,,
712,Turkmenistan,Commonwealth of Independent States,87,5.247,,1.052,1.538,0.657,0.394,0.028,0.244,1.334,2019,,,,
713,Algeria,Middle East and North Africa,88,5.211,,1.002,1.16,0.785,0.086,0.114,0.073,1.991,2019,,,,
714,Morocco,Middle East and North Africa,89,5.208,,0.801,0.782,0.782,0.418,0.076,0.036,2.313,2019,,,,
715,Azerbaijan,Commonwealth of Independent States,90,5.208,,1.043,1.147,0.769,0.351,0.182,0.035,1.681,2019,,,,
716,Lebanon,Middle East and North Africa,91,5.197,,0.987,1.224,0.815,0.216,0.027,0.166,1.762,2019,,,,
717,Indonesia,Southeast Asia,92,5.192,,0.931,1.203,0.66,0.491,0.028,0.498,1.381,2019,,,,
718,China,East Asia,93,5.191,,1.029,1.125,0.893,0.521,0.1,0.058,1.465,2019,,,,
719,Vietnam,Southeast Asia,94,5.175,,0.741,1.346,0.851,0.543,0.073,0.147,1.474,2019,,,,
720,Bhutan,South Asia,95,5.082,,0.813,1.321,0.604,0.457,0.167,0.37,1.35,2019,,,,
721,Cameroon,Sub-Saharan Africa,96,5.044,,0.549,0.91,0.331,0.381,0.037,0.187,2.649,2019,,,,
722,Bulgaria,Central and Eastern Europe,97,5.011,,1.092,1.513,0.815,0.311,0.004,0.081,1.195,2019,,,,
723,Ghana,Sub-Saharan Africa,98,4.996,,0.611,0.868,0.486,0.381,0.04,0.245,2.365,2019,,,,
724,Ivory Coast,Sub-Saharan Africa,99,4.944,,0.569,0.808,0.232,0.352,0.09,0.154,2.739,2019,,,,
725,Nepal,South Asia,100,4.913,,0.446,1.226,0.677,0.439,0.089,0.285,1.751,2019,,,,
726,Jordan,Middle East and North Africa,101,4.906,,0.837,1.225,0.815,0.383,0.13,0.11,1.406,2019,,,,
727,Benin,Sub-Saharan Africa,102,4.883,,0.393,0.437,0.397,0.349,0.082,0.175,3.05,2019,,,,
728,Congo (Brazzaville),Sub-Saharan Africa,103,4.812,,0.673,0.799,0.508,0.372,0.093,0.105,2.262,2019,,,,
729,Gabon,Sub-Saharan Africa,104,4.799,,1.057,1.183,0.571,0.295,0.055,0.043,1.595,2019,,,,
730,Laos,Southeast Asia,105,4.796,,0.764,1.03,0.551,0.547,0.164,0.266,1.474,2019,,,,
731,South Africa,Sub-Saharan Africa,106,4.722,,0.96,1.351,0.469,0.389,0.055,0.13,1.368,2019,,,,
732,Albania,Central and Eastern Europe,107,4.719,,0.947,0.848,0.874,0.383,0.027,0.178,1.462,2019,,,,
733,Venezuela,Latin America and Caribbean,108,4.707,,0.96,1.427,0.805,0.154,0.047,0.064,1.25,2019,,,,
734,Cambodia,Southeast Asia,109,4.7,,0.574,1.122,0.637,0.609,0.062,0.232,1.464,2019,,,,
735,Palestinian Territories,Middle East and North Africa,110,4.696,,0.657,1.247,0.672,0.225,0.066,0.103,1.726,2019,,,,
736,Senegal,Sub-Saharan Africa,111,4.681,,0.45,1.134,0.571,0.292,0.072,0.153,2.009,2019,,,,
737,Somalia,Middle East and North Africa,112,4.668,,0.0,0.698,0.268,0.559,0.27,0.243,2.63,2019,,,,
738,Namibia,Sub-Saharan Africa,113,4.639,,0.879,1.313,0.477,0.401,0.056,0.07,1.443,2019,,,,
739,Niger,Sub-Saharan Africa,114,4.628,,0.138,0.774,0.366,0.318,0.102,0.188,2.742,2019,,,,
740,Burkina Faso,Sub-Saharan Africa,115,4.587,,0.331,1.056,0.38,0.255,0.113,0.177,2.275,2019,,,,
741,Armenia,Commonwealth of Independent States,116,4.559,,0.85,1.055,0.815,0.283,0.064,0.095,1.397,2019,,,,
742,Iran,Middle East and North Africa,117,4.548,,1.1,0.842,0.785,0.305,0.125,0.27,1.121,2019,,,,
743,Guinea,Sub-Saharan Africa,118,4.534,,0.38,0.829,0.375,0.332,0.086,0.207,2.325,2019,,,,
744,Georgia,Commonwealth of Independent States,119,4.519,,0.886,0.666,0.752,0.346,0.164,0.043,1.662,2019,,,,
745,Gambia,Sub-Saharan Africa,120,4.516,,0.308,0.939,0.428,0.382,0.167,0.269,2.023,2019,,,,
746,Kenya,Sub-Saharan Africa,121,4.509,,0.512,0.983,0.581,0.431,0.053,0.372,1.577,2019,,,,
747,Mauritania,Sub-Saharan Africa,122,4.49,,0.57,1.167,0.489,0.066,0.088,0.106,2.004,2019,,,,
748,Mozambique,Sub-Saharan Africa,123,4.466,,0.204,0.986,0.39,0.494,0.138,0.197,2.057,2019,,,,
749,Tunisia,Middle East and North Africa,124,4.461,,0.921,1.0,0.815,0.167,0.055,0.059,1.444,2019,,,,
750,Bangladesh,South Asia,125,4.456,,0.562,0.928,0.723,0.527,0.143,0.166,1.407,2019,,,,
751,Iraq,Middle East and North Africa,126,4.437,,1.043,0.98,0.574,0.241,0.089,0.148,1.362,2019,,,,
752,Congo (Kinshasa),Sub-Saharan Africa,127,4.418,,0.094,1.125,0.357,0.269,0.053,0.212,2.308,2019,,,,
753,Mali,Sub-Saharan Africa,128,4.39,,0.385,1.105,0.308,0.327,0.052,0.153,2.06,2019,,,,
754,Sierra Leone,Sub-Saharan Africa,129,4.374,,0.268,0.841,0.242,0.309,0.045,0.252,2.417,2019,,,,
755,Sri Lanka,South Asia,130,4.366,,0.949,1.265,0.831,0.47,0.047,0.244,0.56,2019,,,,
756,Myanmar,Southeast Asia,131,4.36,,0.71,1.181,0.555,0.525,0.172,0.566,0.651,2019,,,,
757,Chad,Sub-Saharan Africa,132,4.35,,0.35,0.766,0.192,0.174,0.078,0.198,2.592,2019,,,,
758,Ukraine,Commonwealth of Independent States,133,4.332,,0.82,1.39,0.739,0.178,0.01,0.187,1.008,2019,,,,
759,Ethiopia,Sub-Saharan Africa,134,4.286,,0.336,1.033,0.532,0.344,0.1,0.209,1.732,2019,,,,
760,Swaziland,Sub-Saharan Africa,135,4.212,,0.811,1.149,0.0,0.313,0.135,0.074,1.73,2019,,,,
761,Uganda,Sub-Saharan Africa,136,4.189,,0.332,1.069,0.443,0.356,0.06,0.252,1.677,2019,,,,
762,Egypt,Middle East and North Africa,137,4.166,,0.913,1.039,0.644,0.241,0.067,0.076,1.186,2019,,,,
763,Zambia,Sub-Saharan Africa,138,4.107,,0.578,1.058,0.426,0.431,0.087,0.247,1.28,2019,,,,
764,Togo,Sub-Saharan Africa,139,4.085,,0.275,0.572,0.41,0.293,0.085,0.177,2.273,2019,,,,
765,India,South Asia,140,4.015,,0.755,0.765,0.588,0.498,0.085,0.2,1.124,2019,,,,
766,Liberia,Sub-Saharan Africa,141,3.975,,0.073,0.922,0.443,0.37,0.033,0.233,1.901,2019,,,,
767,Comoros,Sub-Saharan Africa,142,3.973,,0.274,0.757,0.505,0.142,0.078,0.275,1.942,2019,,,,
768,Madagascar,Sub-Saharan Africa,143,3.933,,0.274,0.916,0.555,0.148,0.041,0.169,1.83,2019,,,,
769,Lesotho,Sub-Saharan Africa,144,3.802,,0.489,1.169,0.168,0.359,0.093,0.107,1.417,2019,,,,
770,Burundi,Sub-Saharan Africa,145,3.775,,0.046,0.447,0.38,0.22,0.18,0.176,2.326,2019,,,,
771,Zimbabwe,Sub-Saharan Africa,146,3.663,,0.366,1.114,0.433,0.361,0.089,0.151,1.149,2019,,,,
772,Haiti,Latin America and Caribbean,147,3.597,,0.323,0.688,0.449,0.026,0.11,0.419,1.582,2019,,,,
773,Botswana,Sub-Saharan Africa,148,3.488,,1.041,1.145,0.538,0.455,0.1,0.025,0.184,2019,,,,
774,Syria,Middle East and North Africa,149,3.462,,0.619,0.378,0.44,0.013,0.141,0.331,1.54,2019,,,,
775,Malawi,Sub-Saharan Africa,150,3.41,,0.191,0.56,0.495,0.443,0.089,0.218,1.414,2019,,,,
776,Yemen,Middle East and North Africa,151,3.38,,0.287,1.163,0.463,0.143,0.077,0.108,1.139,2019,,,,
777,Rwanda,Sub-Saharan Africa,152,3.334,,0.359,0.711,0.614,0.555,0.411,0.217,0.467,2019,,,,
778,Tanzania,Sub-Saharan Africa,153,3.231,,0.476,0.885,0.499,0.417,0.147,0.276,0.531,2019,,,,
779,Afghanistan,South Asia,154,3.203,,0.35,0.517,0.361,0.0,0.025,0.158,1.792,2019,,,,
780,Central African Republic,Sub-Saharan Africa,155,3.083,,0.026,0.0,0.105,0.225,0.035,0.235,2.457,2019,,,,
781,South Sudan,Sub-Saharan Africa,156,2.853,,0.306,0.575,0.295,0.01,0.091,0.202,1.374,2019,,,,
782,Finland,Western Europe,1,7.808700085,,1.285189509,1.499525905,0.961271405,0.66231674,0.477857262,0.159670442,2.762835026,2020,,,,
783,Denmark,Western Europe,2,7.645599842,,1.326948524,1.503449202,0.979332566,0.665039897,0.495260328,0.242793396,2.432740688,2020,,,,
784,Switzerland,Western Europe,3,7.559899807,,1.39077425,1.472403407,1.040533185,0.62895447,0.407945901,0.269055754,2.35026741,2020,,,,
785,Iceland,Western Europe,4,7.504499912,,1.326501608,1.547567487,1.000843406,0.661980748,0.144540772,0.362330228,2.460688114,2020,,,,
